id;produto_id;url;ordem;principal;created_at
27;11;/img/produtos/11/foto-01.jpg;1;1;2025-05-03 17:10:52
28;11;/img/produtos/11/foto-02.jpg;2;0;2024-06-20 13:09:19
29;11;/img/produtos/11/foto-03.jpg;3;0;2025-11-04 08:24:54
30;12;/img/produtos/12/foto-01.jpg;1;1;2024-08-08 12:48:51
31;12;/img/produtos/12/foto-02.jpg;2;0;2024-11-16 16:54:37
32;12;/img/produtos/12/foto-03.jpg;3;0;2025-04-11 10:37:51
33;13;/img/produtos/13/foto-01.jpg;1;1;2024-10-21 15:59:15
34;13;/img/produtos/13/foto-02.jpg;2;0;2025-09-07 20:32:26
35;13;/img/produtos/13/foto-03.jpg;3;0;2024-12-29 07:24:11
36;14;/img/produtos/14/foto-01.jpg;1;1;2025-06-24 17:31:20
37;14;/img/produtos/14/foto-02.jpg;2;0;2025-06-23 12:45:58
38;14;/img/produtos/14/foto-03.jpg;3;0;2025-06-21 03:43:17
39;15;/img/produtos/15/foto-01.jpg;1;1;2025-05-26 06:27:54
40;15;/img/produtos/15/foto-02.jpg;2;0;2025-07-06 21:26:17
41;16;/img/produtos/16/foto-01.jpg;1;1;2025-05-02 15:41:45
42;16;/img/produtos/16/foto-02.jpg;2;0;2025-10-15 16:47:49
43;17;/img/produtos/17/foto-01.jpg;1;1;2025-07-24 01:43:10
44;17;/img/produtos/17/foto-02.jpg;2;0;2025-06-12 06:37:30
45;17;/img/produtos/17/foto-03.jpg;3;0;2025-05-03 12:23:41
46;18;/img/produtos/18/foto-01.jpg;1;1;2025-09-13 09:24:17
47;18;/img/produtos/18/foto-02.jpg;2;0;2025-09-16 03:12:03
48;19;/img/produtos/19/foto-01.jpg;1;1;2025-07-03 01:43:34
49;19;/img/produtos/19/foto-02.jpg;2;0;2025-04-01 23:53:19
50;19;/img/produtos/19/foto-03.jpg;3;0;2024-12-19 03:26:56
51;20;/img/produtos/20/foto-01.jpg;1;1;2025-10-15 12:47:57
52;20;/img/produtos/20/foto-02.jpg;2;0;2025-07-23 07:30:24
53;20;/img/produtos/20/foto-03.jpg;3;0;2025-10-11 20:52:27
54;21;/img/produtos/21/foto-01.jpg;1;1;2024-12-18 00:22:35
55;21;/img/produtos/21/foto-02.jpg;2;0;2024-09-19 03:14:50
56;21;/img/produtos/21/foto-03.jpg;3;0;2024-10-28 18:41:17
57;22;/img/produtos/22/foto-01.jpg;1;1;2025-04-15 16:54:36
58;22;/img/produtos/22/foto-02.jpg;2;0;2025-11-14 07:51:06
59;22;/img/produtos/22/foto-03.jpg;3;0;2024-07-21 14:16:22
60;23;/img/produtos/23/foto-01.jpg;1;1;2025-01-12 08:20:30
61;23;/img/produtos/23/foto-02.jpg;2;0;2025-01-20 00:48:29
62;24;/img/produtos/24/foto-01.jpg;1;1;2025-07-11 00:28:06
63;24;/img/produtos/24/foto-02.jpg;2;0;2024-04-27 21:27:18
64;24;/img/produtos/24/foto-03.jpg;3;0;2025-09-08 09:27:05
65;25;/img/produtos/25/foto-01.jpg;1;1;2025-06-20 03:33:36
66;25;/img/produtos/25/foto-02.jpg;2;0;2025-04-23 08:52:13
67;25;/img/produtos/25/foto-03.jpg;3;0;2025-09-18 19:38:26
68;26;/img/produtos/26/foto-01.jpg;1;1;2024-04-12 19:34:50
69;26;/img/produtos/26/foto-02.jpg;2;0;2025-05-06 10:19:43
70;26;/img/produtos/26/foto-03.jpg;3;0;2025-06-16 19:40:15
71;27;/img/produtos/27/foto-01.jpg;1;1;2025-06-27 20:40:02
72;27;/img/produtos/27/foto-02.jpg;2;0;2025-08-16 11:21:45
73;28;/img/produtos/28/foto-01.jpg;1;1;2025-07-23 15:30:04
74;28;/img/produtos/28/foto-02.jpg;2;0;2024-04-26 12:58:24
75;28;/img/produtos/28/foto-03.jpg;3;0;2025-09-27 21:16:41
76;29;/img/produtos/29/foto-01.jpg;1;1;2025-01-18 11:18:33
77;29;/img/produtos/29/foto-02.jpg;2;0;2025-05-04 19:53:39
78;30;/img/produtos/30/foto-01.jpg;1;1;2024-09-05 21:04:31
79;30;/img/produtos/30/foto-02.jpg;2;1;2025-05-24 12:53:26
80;31;/img/produtos/31/foto-01.jpg;1;1;2025-02-25 16:51:16
81;31;/img/produtos/31/foto-02.jpg;2;0;2025-04-25 11:14:55
82;31;/img/produtos/31/foto-03.jpg;3;0;2025-01-15 11:45:13
83;32;/img/produtos/32/foto-01.jpg;1;1;2025-05-28 09:12:54
84;32;/img/produtos/32/foto-02.jpg;2;0;2024-09-02 17:38:18
85;33;/img/produtos/33/foto-01.jpg;1;1;2025-05-21 23:45:36
86;33;/img/produtos/33/foto-02.jpg;2;0;2025-08-21 07:03:39
87;34;/img/produtos/34/foto-01.jpg;1;1;2024-10-19 03:12:54
88;34;/img/produtos/34/foto-02.jpg;2;0;2025-01-31 08:19:54
89;35;/img/produtos/35/foto-01.jpg;1;1;2025-04-23 00:04:38
90;35;/img/produtos/35/foto-02.jpg;2;0;2025-10-02 01:29:07
91;35;/img/produtos/35/foto-03.jpg;3;0;2025-01-30 18:40:00
92;36;/img/produtos/36/foto-01.jpg;1;1;2025-07-08 09:25:06
93;36;/img/produtos/36/foto-02.jpg;2;0;2025-11-09 10:59:32
94;37;/img/produtos/37/foto-01.jpg;1;1;2025-06-05 18:37:07
95;37;/img/produtos/37/foto-02.jpg;2;0;2025-03-16 02:31:50
96;38;/img/produtos/38/foto-01.jpg;1;1;2024-12-16 01:57:22
97;38;/img/produtos/38/foto-02.jpg;2;0;2025-06-13 20:24:02
98;38;/img/produtos/38/foto-03.jpg;3;0;2025-11-10 10:45:23
99;39;/img/produtos/39/foto-01.jpg;1;1;2024-11-12 03:31:20
100;39;/img/produtos/39/foto-02.jpg;2;0;2024-11-19 21:55:58
101;40;/img/produtos/40/foto-01.jpg;1;1;2024-05-20 02:45:59
102;40;/img/produtos/40/foto-02.jpg;2;0;2024-12-28 02:51:29
103;40;/img/produtos/40/foto-03.jpg;3;0;2025-08-09 04:32:49
104;41;/img/produtos/41/foto-01.jpg;1;1;2025-04-23 17:14:47
105;41;/img/produtos/41/foto-02.jpg;2;0;2025-01-13 07:37:32
106;41;/img/produtos/41/foto-03.jpg;3;0;2025-11-11 06:56:34
107;42;/img/produtos/42/foto-01.jpg;1;1;2025-08-29 16:30:08
108;42;/img/produtos/42/foto-02.jpg;2;0;2025-05-12 06:22:43
109;42;/img/produtos/42/foto-03.jpg;3;0;2025-09-14 02:40:01
110;43;/img/produtos/43/foto-01.jpg;1;1;2025-05-22 09:48:45
111;43;/img/produtos/43/foto-02.jpg;2;0;2025-11-03 09:05:20
112;43;/img/produtos/43/foto-03.jpg;3;0;2025-09-05 16:02:40
113;44;/img/produtos/44/foto-01.jpg;1;1;2025-09-15 13:59:48
114;44;/img/produtos/44/foto-02.jpg;2;0;2025-04-15 05:44:04
115;45;/img/produtos/45/foto-01.jpg;1;1;2025-09-19 00:47:00
116;45;/img/produtos/45/foto-02.jpg;2;0;2025-06-05 08:25:44
117;45;/img/produtos/45/foto-03.jpg;3;0;2025-08-14 23:20:22
118;46;/img/produtos/46/foto-01.jpg;1;1;2024-10-29 03:52:59
119;46;/img/produtos/46/foto-02.jpg;2;0;2024-09-04 04:55:34
120;47;/img/produtos/47/foto-01.jpg;1;1;2025-01-09 07:36:31
121;47;/img/produtos/47/foto-02.jpg;2;0;2025-03-27 17:32:28
122;48;/img/produtos/48/foto-01.jpg;1;1;2025-05-28 15:43:28
123;48;/img/produtos/48/foto-02.jpg;2;0;2025-04-11 21:33:48
124;49;/img/produtos/49/foto-01.jpg;1;1;2025-11-14 11:32:01
125;49;/img/produtos/49/foto-02.jpg;2;0;2025-07-06 03:42:42
126;49;/img/produtos/49/foto-03.jpg;3;0;2025-10-21 06:04:50
127;50;/img/produtos/50/foto-01.jpg;1;1;2025-09-25 09:17:00
128;50;/img/produtos/50/foto-02.jpg;2;0;2025-05-25 16:16:10
129;51;/img/produtos/51/foto-01.jpg;1;1;2025-11-12 14:50:50
130;51;/img/produtos/51/foto-02.jpg;2;0;2025-10-06 17:10:36
131;52;/img/produtos/52/foto-01.jpg;1;1;2025-04-12 15:52:09
132;52;/img/produtos/52/foto-02.jpg;2;0;2025-10-31 22:16:06
133;52;/img/produtos/52/foto-03.jpg;3;0;2025-09-19 11:12:06
134;53;/img/produtos/53/foto-01.jpg;1;1;2025-01-21 02:21:51
135;53;/img/produtos/53/foto-02.jpg;2;0;2025-08-06 09:44:43
136;54;/img/produtos/54/foto-01.jpg;1;1;2025-01-14 22:16:29
137;54;/img/produtos/54/foto-02.jpg;2;0;2025-05-24 22:46:29
138;55;/img/produtos/55/foto-01.jpg;1;1;2025-05-07 04:17:05
139;55;/img/produtos/55/foto-02.jpg;2;0;2025-04-01 23:03:38
140;56;/img/produtos/56/foto-01.jpg;1;1;2025-08-16 15:12:15
141;56;/img/produtos/56/foto-02.jpg;2;0;2025-11-13 03:24:27
142;57;/img/produtos/57/foto-01.jpg;1;1;2025-06-29 19:20:04
143;57;/img/produtos/57/foto-02.jpg;2;0;2024-01-12 18:24:16
144;58;/img/produtos/58/foto-01.jpg;1;1;2025-02-02 09:51:56
145;58;/img/produtos/58/foto-02.jpg;2;0;2025-04-30 12:21:35
146;59;/img/produtos/59/foto-01.jpg;1;1;2025-10-04 13:42:35
147;59;/img/produtos/59/foto-02.jpg;2;0;2025-07-26 20:41:22
148;60;/img/produtos/60/foto-01.jpg;1;1;2025-02-26 11:55:07
149;60;/img/produtos/60/foto-02.jpg;2;0;2025-02-12 22:32:07
150;60;/img/produtos/60/foto-03.jpg;3;0;2025-02-25 02:16:34
151;61;/img/produtos/61/foto-01.jpg;1;1;2025-03-17 04:35:20
152;61;/img/produtos/61/foto-02.jpg;2;0;2024-12-17 08:56:47
153;61;/img/produtos/61/foto-03.jpg;3;0;2025-09-28 13:44:16
154;62;/img/produtos/62/foto-01.jpg;1;1;2025-07-29 19:20:04
155;62;/img/produtos/62/foto-02.jpg;2;0;2025-04-29 01:14:11
156;62;/img/produtos/62/foto-03.jpg;3;0;2025-04-26 22:46:28
157;63;/img/produtos/63/foto-01.jpg;1;1;2024-02-13 17:25:54
158;63;/img/produtos/63/foto-02.jpg;2;0;2025-11-11 12:50:33
159;64;/img/produtos/64/foto-01.jpg;1;1;2025-03-23 22:56:20
160;64;/img/produtos/64/foto-02.jpg;2;0;2025-07-13 06:16:26
161;65;/img/produtos/65/foto-01.jpg;1;1;2024-07-26 22:39:22
162;65;/img/produtos/65/foto-02.jpg;2;0;2025-09-09 00:41:54
163;65;/img/produtos/65/foto-03.jpg;3;0;2025-05-28 04:10:06
164;66;/img/produtos/66/foto-01.jpg;1;1;2025-06-22 08:30:08
165;66;/img/produtos/66/foto-02.jpg;2;0;2025-06-29 12:44:49
166;66;/img/produtos/66/foto-03.jpg;3;0;2025-06-21 00:28:02
167;67;/img/produtos/67/foto-01.jpg;1;1;2025-06-25 18:52:02
168;67;/img/produtos/67/foto-02.jpg;2;0;2025-07-09 21:41:36
169;68;/img/produtos/68/foto-01.jpg;1;1;2025-09-14 04:24:01
170;68;/img/produtos/68/foto-02.jpg;2;0;2024-12-23 07:15:08
171;69;/img/produtos/69/foto-01.jpg;1;1;2025-04-21 05:33:14
172;69;/img/produtos/69/foto-02.jpg;2;0;2025-08-25 14:51:22
173;69;/img/produtos/69/foto-03.jpg;3;0;2025-05-22 12:35:53
174;70;/img/produtos/70/foto-01.jpg;1;1;2025-03-04 20:20:51
175;70;/img/produtos/70/foto-02.jpg;2;0;2025-08-23 18:17:57
176;70;/img/produtos/70/foto-03.jpg;3;0;2025-10-17 11:37:08
177;71;/img/produtos/71/foto-01.jpg;1;1;2024-12-31 09:16:48
178;71;/img/produtos/71/foto-02.jpg;2;0;2025-07-21 19:31:05
179;72;/img/produtos/72/foto-01.jpg;1;1;2025-05-29 06:53:41
180;72;/img/produtos/72/foto-02.jpg;2;0;2025-08-13 07:10:57
181;72;/img/produtos/72/foto-03.jpg;3;0;2025-07-05 14:50:07
182;73;/img/produtos/73/foto-01.jpg;1;1;2024-04-27 22:08:29
183;73;/img/produtos/73/foto-02.jpg;2;0;2024-04-10 02:34:09
184;74;/img/produtos/74/foto-01.jpg;1;1;2025-09-21 06:48:45
185;74;/img/produtos/74/foto-02.jpg;2;0;2025-09-29 04:25:30
186;74;/img/produtos/74/foto-03.jpg;3;0;2025-07-16 21:07:49
187;75;/img/produtos/75/foto-01.jpg;1;1;2025-09-30 00:11:19
188;75;/img/produtos/75/foto-02.jpg;2;0;2025-11-06 21:03:35
189;76;/img/produtos/76/foto-01.jpg;1;1;2024-07-26 22:22:54
190;76;/img/produtos/76/foto-02.jpg;2;0;2025-02-25 15:45:13
191;76;/img/produtos/76/foto-03.jpg;3;0;2024-08-26 11:41:00
192;77;/img/produtos/77/foto-01.jpg;1;1;2025-08-21 14:01:42
193;77;/img/produtos/77/foto-02.jpg;2;0;2024-11-11 03:46:44
194;77;/img/produtos/77/foto-03.jpg;3;0;2025-07-02 04:19:43
195;78;/img/produtos/78/foto-01.jpg;1;1;2025-08-23 02:26:25
196;78;/img/produtos/78/foto-02.jpg;2;0;2025-01-31 19:27:28
197;78;/img/produtos/78/foto-03.jpg;3;0;2025-06-28 11:35:22
198;79;/img/produtos/79/foto-01.jpg;1;1;2025-03-19 11:51:09
199;79;/img/produtos/79/foto-02.jpg;2;0;2025-11-11 18:52:40
200;80;/img/produtos/80/foto-01.jpg;1;1;2025-07-18 15:53:53
201;80;/img/produtos/80/foto-02.jpg;2;0;2024-05-11 16:55:59
